Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
Emotional Distress and Body Dissatisfaction: The Mediating Role of Social Media and Emotional Regulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274327/,"Milena López-Montón, Gema Aonso-Diego, Ana Estévez",Behav Sci (Basel)2024 Jul;14(7): 580.Published online 2024 Jul 9.doi:10.3390/bs14070580,7/9/2024,2024,Jul,9
Et tu Brute? The Roles of Subordinate–Supervisor Similarities on the Relationship between Abusive Supervision and Employee Silence Behavior: A Study from the Subordinates’ Perspectives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274186/,"Pınar Bayhan Karapinar, Ozge Tayfur Ekmekci, Selin Metin Camgoz, Sergio López Bohle, Eren Miski Aydin",Behav Sci (Basel)2024 Jul;14(7): 582.Published online 2024 Jul 9.doi:10.3390/bs14070582,7/9/2024,2024,Jul,9
"Family Support, Resilience, and Life Goals of Young People in Residential Care",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273416/,"Cristina Peixoto Alves, Inês Carvalho Relva, Mónica Costa, Catarina Pinheiro Mota",Behav Sci (Basel)2024 Jul;14(7): 581.Published online 2024 Jul 9.doi:10.3390/bs14070581,7/9/2024,2024,Jul,9
The Effect of Coach–Athlete Relationships on Motor Behaviour in College Athletes—Mediating Effects of Psychological Needs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273945/,"Rong Zhang, Yong-Taek Rhim",Behav Sci (Basel)2024 Jul;14(7): 579.Published online 2024 Jul 8.doi:10.3390/bs14070579,7/8/2024,2024,Jul,8
Factor Structures in the Depressive Symptoms Domains in the 9Q for Northern Thai Adults and Their Association with Chronic Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274117/,"Suttipong Kawilapat, Patrinee Traisathit, Narong Maneeton, Sukon Prasitwattanaseree, Thoranin Kongsuk, Suwanna Arunpongpaisal, Jintana Leejongpermpoon, Supattra Sukhawaha, Benchalak Maneeton",Behav Sci (Basel)2024 Jul;14(7): 577.Published online 2024 Jul 7.doi:10.3390/bs14070577,7/7/2024,2024,Jul,7
Development of the Japanese Version of the Test of Self-Conscious Affect-3 (TOSCA-3): A Study among Student and Parent Population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273926/,"Toshinori Kitamura, Ayako Hada, Yuriko Usui, Yukiko Ohashi",Behav Sci (Basel)2024 Jul;14(7): 576.Published online 2024 Jul 7.doi:10.3390/bs14070576,7/7/2024,2024,Jul,7
Gender Typicality and Engineering Attachment: Examining the Viewpoints of Women College Engineers and Variation by Race/Ethnicity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274201/,"Ursula Nguyen, Catherine Riegle-Crumb",Behav Sci (Basel)2024 Jul;14(7): 573.Published online 2024 Jul 6.doi:10.3390/bs14070573,7/6/2024,2024,Jul,6
The Complex Role Played by the Default Mode Network during Sexual Stimulation: A Cluster-Based fMRI Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273531/,"Joana Pinto, Camila Comprido, Vanessa Moreira, Marica Tina Maccarone, Carlotta Cogoni, Ricardo Faustino, Duarte Pignatelli, Nicoletta Cera",Behav Sci (Basel)2024 Jul;14(7): 570.Published online 2024 Jul 5.doi:10.3390/bs14070570,7/5/2024,2024,Jul,5
Mothers’ Mental State Talk and 3- to 5-Year-Old Children’s Theory of Mind: Their Reciprocal Dynamic Impact,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273381/,"Hang Liu, Fan Wu, Siying Li, Haiting Zhang",Behav Sci (Basel)2024 Jul;14(7): 568.Published online 2024 Jul 5.doi:10.3390/bs14070568,7/5/2024,2024,Jul,5
Analysis of Teacher Self-Efficacy and Its Impact on Sustainable Well-Being at Work,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274246/,"Mercedes Arias-Pastor, Steven Van Vaerenbergh, Jerónimo J. González-Bernal, Josefa González-Santos",Behav Sci (Basel)2024 Jul;14(7): 563.Published online 2024 Jul 4.doi:10.3390/bs14070563,7/4/2024,2024,Jul,4
Research on Predicting the Turnover of Graduates Using an Enhanced Random Forest Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273853/,"Min Liu, Bo Yang, Yuhang Song",Behav Sci (Basel)2024 Jul;14(7): 562.Published online 2024 Jul 4.doi:10.3390/bs14070562,7/4/2024,2024,Jul,4
"Interrelationships among College Students’ Perceptions of Smart Classroom Environments, Perceived Usefulness of Mobile Technology, Achievement Emotions, and Cognitive Engagement",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273400/,"Yunpeng Ma, Mingzhang Zuo, Ruiyang Gao, Yujie Yan, Heng Luo",Behav Sci (Basel)2024 Jul;14(7): 565.Published online 2024 Jul 4.doi:10.3390/bs14070565,7/4/2024,2024,Jul,4
Predictors of Couple Burnout among Turkish Married Individuals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273908/,"Nursel Topkaya, Ertuğrul Şahin, Cansu Terzioğulları Yılmaz, Nuray Aşantuğrul",Behav Sci (Basel)2024 Jul;14(7): 561.Published online 2024 Jul 3.doi:10.3390/bs14070561,7/3/2024,2024,Jul,3
Unveiling the e-Servicescape of ChatGPT: Exploring User Psychology and Engagement in AI-Powered Chatbot Experiences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273378/,Minseong Kim,Behav Sci (Basel)2024 Jul;14(7): 558.Published online 2024 Jul 2.doi:10.3390/bs14070558,7/2/2024,2024,Jul,2
The Model of Goal-Directed Behavior in Sports Participation: A Meta-Analysis Comparing Pre- and Post-COVID-19 Eras in the Republic of Korea,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273791/,"Jung-Sup Bae, Weisheng Chiu, Sang-Back Nam",Behav Sci (Basel)2024 Jul;14(7): 556.Published online 2024 Jul 1.doi:10.3390/bs14070556,7/1/2024,2024,Jul,1
Association between Active Commuting and Lifestyle Parameters with Mental Health Problems in Chilean Children and Adolescent,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273756/,"Felipe Caamaño-Navarrete, Indya Del-Cuerpo, Carlos Arriagada-Hernández, Cristian Alvarez, Anelise Reis Gaya, Cézane Priscila Reuter, Pedro Delgado-Floody",Behav Sci (Basel)2024 Jul;14(7): 554.Published online 2024 Jun 29.doi:10.3390/bs14070554,6/29/2024,2024,Jun,29
The Effect of Psychological Flexibility on Well-Being during the COVID-19 Pandemic: The Multiple Mediation Role of Mindfulness and Coping,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274342/,"Thiago Paiva, Ana Nunes da Silva, David Dias Neto, Maria Karekla, Angelos P. Kassianos, Andrew Gloster",Behav Sci (Basel)2024 Jul;14(7): 545.Published online 2024 Jun 28.doi:10.3390/bs14070545,6/28/2024,2024,Jun,28
Differential Reinforcement without Extinction: An Assessment of Sensitivity to and Effects of Reinforcer Parameter Manipulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274137/,"Hannah MacNaul, Catia Cividini-Motta, Kayla Randall",Behav Sci (Basel)2024 Jul;14(7): 546.Published online 2024 Jun 28.doi:10.3390/bs14070546,6/28/2024,2024,Jun,28
Effect of Intergenerational Trends on Parental Child-Rearing Gender Role Attitudes (PCGAs) in Single-Parent Families: A Relative Mediation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274012/,"Yunping Song, Mengping Yang, I-Jun Chen, Saba Ponam, Ying Shi",Behav Sci (Basel)2024 Jul;14(7): 551.Published online 2024 Jun 28.doi:10.3390/bs14070551,6/28/2024,2024,Jun,28
Reconsidering Leadership Development: From Programs to Developmental Systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273415/,"David V. Day, Laura Dannhäuser",Behav Sci (Basel)2024 Jul;14(7): 548.Published online 2024 Jun 28.doi:10.3390/bs14070548,6/28/2024,2024,Jun,28
"Substance Use among School-Going Adolescents and Young Adults in Rural Mpumalanga Province, South Africa",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274307/,"Tabeho Godfrey Mmethi, Perpetua Modjadji, Mmampedi Mathibe, Ntevhe Thovhogi, Machoene Derrick Sekgala, Thomas Khomotjo Madiba, Olalekan Ayo-Yusuf",Behav Sci (Basel)2024 Jul;14(7): 543.Published online 2024 Jun 27.doi:10.3390/bs14070543,6/27/2024,2024,Jun,27
"Connecting Environmental Perception, Awe, Face Consciousness, and Environmentally Responsible Behaviors: A Mediated-Moderated Analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274176/,"Youxu Yan, Xueji Wang, Serene Tse, Lei Wang",Behav Sci (Basel)2024 Jul;14(7): 540.Published online 2024 Jun 27.doi:10.3390/bs14070540,6/27/2024,2024,Jun,27
"A Case Study Investigating the Relational Well-Being of International Students at Hohai University Nanjing, Jiangsu Province of China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273518/,"Haihua Ying, Abdul Rasool Khoso, Shahnaz Bhutto",Behav Sci (Basel)2024 Jul;14(7): 544.Published online 2024 Jun 27.doi:10.3390/bs14070544,6/27/2024,2024,Jun,27
The Relationship between Participation in Extracurricular Arts and Sports Activities and Adolescents’ Social and Emotional Skills: An Empirical Analysis Based on the OECD Social and Emotional Skills Survey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273405/,"Weihao Wang, Wenye Li, Jijun Yao",Behav Sci (Basel)2024 Jul;14(7): 541.Published online 2024 Jun 27.doi:10.3390/bs14070541,6/27/2024,2024,Jun,27
Do Negative Self-Evaluative Emotions Enhance Healthier Food Choices? Exploring the Moderating Role of Self-Affirmation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274215/,"Jingwen Li, Yu Chen, Mingcong Tang, Shuangmiao Wang",Behav Sci (Basel)2024 Jul;14(7): 538.Published online 2024 Jun 26.doi:10.3390/bs14070538,6/26/2024,2024,Jun,26
The Relationship between Stress and Academic Self-Efficacy among Students at Elite Colleges: A Longitudinal Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274126/,"Xinqiao Liu, Chen Zhu, Zifei Dong, Yunfeng Luo",Behav Sci (Basel)2024 Jul;14(7): 537.Published online 2024 Jun 26.doi:10.3390/bs14070537,6/26/2024,2024,Jun,26
Adolescent Female Users’ Avatar Creation in Social Virtual Worlds: Opportunities and Challenges,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273895/,"Chaeeun Ko, Seongcheol Kim",Behav Sci (Basel)2024 Jul;14(7): 539.Published online 2024 Jun 26.doi:10.3390/bs14070539,6/26/2024,2024,Jun,26
Mental Health and Relational Needs of Cambodian Refugees after Four Decades of Resettlement in the United States: An Ethnographic Needs Assessment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273739/,"Chansophal Mak, Elizabeth Wieling",Behav Sci (Basel)2024 Jul;14(7): 535.Published online 2024 Jun 26.doi:10.3390/bs14070535,6/26/2024,2024,Jun,26
The Impact of Parental Autonomy Support on Family Adaptation in the Context of “Double Reduction”: The Mediating Role of Parent–Child Communication and Cohesion,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273578/,"Ruibo Xie, Xuan Wang, Yangguang Ding, Yanling Chen, Wan Ding",Behav Sci (Basel)2024 Jul;14(7): 534.Published online 2024 Jun 26.doi:10.3390/bs14070534,6/26/2024,2024,Jun,26
Unveiling the Dynamics: Exploring User Affective and Behavioral Responses to Social Media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273928/,"Seonggoo Ji, Ihsan Ullah Jan",Behav Sci (Basel)2024 Jul;14(7): 529.Published online 2024 Jun 25.doi:10.3390/bs14070529,6/25/2024,2024,Jun,25
The General Pedagogical Knowledge Underpinning Early Childhood Education Teachers’ Classroom Behaviors Who Teach English as a Foreign Language in Chinese Kindergartens,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274248/,"Xiaobo Shi, Susanna Siu-Sze Yeung",Behav Sci (Basel)2024 Jul;14(7): 526.Published online 2024 Jun 24.doi:10.3390/bs14070526,6/24/2024,2024,Jun,24
Do Juveniles Who Have Committed Sexual Offenses Have Higher Callous-Unemotional Traits Compared to Juveniles Who Have Committed General Offenses? A Systematic Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273882/,"Eduarda Ramião, Andreia Geraldo, Patrícia Figueiredo, Ricardo Barroso, Fernando Barbosa",Behav Sci (Basel)2024 Jul;14(7): 525.Published online 2024 Jun 24.doi:10.3390/bs14070525,6/24/2024,2024,Jun,24
Evaluation of Problematic Video Game Use in Adolescents with ADHD and without ADHD: New Evidence and Recommendations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273604/,"Manuel Isorna Folgar, José M. Faílde Garrido, María D. Dapía Conde, Fátima Braña Rey",Behav Sci (Basel)2024 Jul;14(7): 524.Published online 2024 Jun 24.doi:10.3390/bs14070524,6/24/2024,2024,Jun,24
Trend Conformity Behavior of Luxury Fashion Products for Chinese Consumers in the Social Media Age: Drivers and Underlying Mechanisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274184/,"Ye Chen, Jingyi Zhuang",Behav Sci (Basel)2024 Jul;14(7): 521.Published online 2024 Jun 22.doi:10.3390/bs14070521,6/22/2024,2024,Jun,22
The Correlation between the MBTI-Based Personality Analysis of Anime Characters and Their Popularity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273715/,"Ruiyang Tang, Penghao Yang, Ryoga Miyauchi, Yuki Inoue",Behav Sci (Basel)2024 Jul;14(7): 522.Published online 2024 Jun 22.doi:10.3390/bs14070522,6/22/2024,2024,Jun,22
Exploring the Relationship between Maternal Gatekeeping with Paternal Parenting and Adolescent Aggression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274204/,"Huaiyu Wang, Peijing Xu, Yali Jiang",Behav Sci (Basel)2024 Jul;14(7): 517.Published online 2024 Jun 21.doi:10.3390/bs14070517,6/21/2024,2024,Jun,21
The Relationship between Organizational Climate and Teaching Innovation among Preschool Teachers: The Mediating Effect of Teaching Efficacy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11274080/,"Xianbing Zhang, Xiaoshi Duan, Weichen Wang, Jing Qin, Haiying Wang",Behav Sci (Basel)2024 Jul;14(7): 516.Published online 2024 Jun 21.doi:10.3390/bs14070516,6/21/2024,2024,Jun,21
"Exemplary Self-Discipline, Leniency towards Others: Competitive Contexts Amplify the “Black Sheep Effect” in Restoring Ingroup Trust",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273912/,"Ningmeng Cao, Runrun Miao, Binghai Sun, Zirong Ren, Guoan Yue",Behav Sci (Basel)2024 Jul;14(7): 519.Published online 2024 Jun 21.doi:10.3390/bs14070519,6/21/2024,2024,Jun,21
“What about Military Decision-Making?”: A Bibliometric Review of Published Articles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11273624/,"Ivan D’Alessio, Umberto Aitella, Anna Maria Giannini, Jessica Burrai",Behav Sci (Basel)2024 Jul;14(7): 514.Published online 2024 Jun 21.doi:10.3390/bs14070514,6/21/2024,2024,Jun,21
"Resilience, Coping Self-Efficacy, and Posttraumatic Stress Symptoms among Healthcare Workers Who Work with Refugees and Asylum Seekers in Greece",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200621/,"Bita Ghafoori, Sofia Triliva, Panagiota Chrysikopoulou, Andreas Vavvos",Behav Sci (Basel)2024 Jun;14(6): 509.Published online 2024 Jun 20.doi:10.3390/bs14060509,6/20/2024,2024,Jun,20
Factors Influencing Willingness to Continue Using Online Sports Videos: Expansion Based on ECT and TPB Theoretical Models,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200381/,"Li Pan, Xinyi Pan, Xiaohong Mo, Tiansheng Xia",Behav Sci (Basel)2024 Jun;14(6): 510.Published online 2024 Jun 20.doi:10.3390/bs14060510,6/20/2024,2024,Jun,20
The Mediating and Moderating Role of Social–Emotional Skills in the Relationship between Sports Participation and Test Anxiety,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200375/,"Kun Wang, Jiali Qian",Behav Sci (Basel)2024 Jun;14(6): 512.Published online 2024 Jun 20.doi:10.3390/bs14060512,6/20/2024,2024,Jun,20
Ensemble Coding of Crowd with Cross-Category Facial Expressions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11201231/,"Zhi Yang, Yifan Wu, Shuaicheng Liu, Lili Zhao, Cong Fan, Weiqi He",Behav Sci (Basel)2024 Jun;14(6): 508.Published online 2024 Jun 19.doi:10.3390/bs14060508,6/19/2024,2024,Jun,19
Interaction between Risk Single-Nucleotide Polymorphisms of Developmental Dyslexia and Parental Education on Reading Ability: Evidence for Differential Susceptibility Theory,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11201191/,"Qing Yang, Chen Cheng, Zhengjun Wang, Ximiao Zhang, Jingjing Zhao",Behav Sci (Basel)2024 Jun;14(6): 507.Published online 2024 Jun 19.doi:10.3390/bs14060507,6/19/2024,2024,Jun,19
Estimating the Heterogeneous Causal Effects of Parent–Child Relationships among Chinese Children with Oppositional Defiant Symptoms: A Machine Learning Approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11201035/,"Haiyan Zhou, Fengkai Han, Ruoxi Chen, Jiajin Huang, Jianhui Chen, Xiuyun Lin",Behav Sci (Basel)2024 Jun;14(6): 504.Published online 2024 Jun 18.doi:10.3390/bs14060504,6/18/2024,2024,Jun,18
The Dynamic Relationships between Educational Expectations and Science Learning Performance among Students in Secondary School and Their Later Completion of a STEM Degree,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200699/,Jerf W. K. Yeung,Behav Sci (Basel)2024 Jun;14(6): 506.Published online 2024 Jun 18.doi:10.3390/bs14060506,6/18/2024,2024,Jun,18
Concept Mapping STI/HIV Prevention and Condom Use among Young African American Adults,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11201233/,"Chakema Carmack, Sarah Nganga, Eisha Ahmed, Taylor Coleman",Behav Sci (Basel)2024 Jun;14(6): 501.Published online 2024 Jun 14.doi:10.3390/bs14060501,6/14/2024,2024,Jun,14
Emotional Regulation of Displaced Aggression in Provocative Situations among Junior High School Students,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11200697/,"Shuang Lin, Gonglu Cheng, Shinan Sun, Mengmeng Feng, Xuejun Bai",Behav Sci (Basel)2024 Jun;14(6): 500.Published online 2024 Jun 14.doi:10.3390/bs14060500,6/14/2024,2024,Jun,14
The Effect of Bystander Features on Displaced Aggression in Provocative Situations among Male Juvenile Delinquents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11201288/,"Shuang Lin, Gonglu Cheng, Shinan Sun, Mengmeng Feng, Xuejun Bai",Behav Sci (Basel)2024 Jun;14(6): 496.Published online 2024 Jun 13.doi:10.3390/bs14060496,6/13/2024,2024,Jun,13
